,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
根室市,0.644446481,0.715191818,0.685701244,0.592562406,0.288262594,0.715608321,0.391332333,0.530518398,0.730222603,0.276594012,0.552043129,0.498815056,0.657071493,0.452968309,0.449435328,0.621715256,0.691689578
千歳市,0.459976738,0.698276643,0.769596156,0.515773877,0.525541694,0.681857864,0.419158971,0.353260105,0.573133856,0.431672932,0.557076969,0.42226239,0.64085705,0.470784396,0.509626675,0.680243359,0.577634638
滝川市,0.405773272,0.679202278,0.978131839,0.515295388,0.469514265,0.642913698,0.371788382,0.456912139,0.538955876,0.410805759,0.552106504,0.418022955,0.641277935,0.386734325,0.393435708,0.632507566,0.617419805
砂川市,0.384567304,0.67530356,0.706379065,0.554961935,0.525354158,0.653225416,0.433811804,0.535190953,0.63062052,0.430412257,0.559117098,0.475609791,0.65165146,0.343802374,0.549972282,0.674185743,0.922148311
歌志内市,0.362533394,0.700620551,0.805494799,0.466865455,0.540556389,0.632532918,0.392288377,0.505999284,0.6097148,0.42401072,0.554902948,0.486585817,0.655349206,0.541947843,0.510088974,0.643423504,0.927259969
深川市,0.432141516,0.635575451,0.797828078,0.4109033,0.552634469,0.691869018,0.313955316,0.487317244,0.622436543,0.425984197,0.553263557,0.472360449,0.652646658,0.469585516,0.360099586,0.679410657,0.494800822
富良野市,0.41642078,0.683300076,0.759775259,0.516222891,0.53590234,0.685678693,0.38651748,0.462994126,0.576644142,0.421879331,0.553151064,0.466277271,0.64143967,0.467047934,0.378594654,0.674679463,0.879765809
登別市,0.414594277,0.686442634,0.852168008,0.335038102,0.504015988,0.674441643,0.390023916,0.443222913,0.650950157,0.427740827,0.557210663,0.429661011,0.652661341,0.344161751,0.558589171,0.64517087,0.937417764
恵庭市,0.420780173,0.664214172,0.962117347,0.339629189,0.426374485,0.683985155,0.337111607,0.445408052,0.57668628,0.452132858,0.55723691,0.428867636,0.64242367,0.345698225,0.551573421,0.623805856,0.52998442
伊達市,0.385002096,0.696256071,0.751216567,0.407317794,0.501569834,0.668556121,0.440555745,0.461572823,0.622189402,0.389005421,0.554264445,0.435322289,0.649128006,0.465416905,0.538226705,0.673512642,0.616152439
北広島市,0.414644995,0.700438515,0.938158552,0.436158336,0.475676689,0.690867083,0.382385201,0.497732981,0.585400107,0.436653353,0.554983845,0.43029533,0.652768299,0.334432946,0.597270273,0.64308566,0.919761591
石狩市,0.454213367,0.697968459,0.908906268,0.380290339,0.489845467,0.663581901,0.390081766,0.453138261,0.586714249,0.427204945,0.557770521,0.480710785,0.65240165,0.520744991,0.493530294,0.656914779,0.467847968
北斗市,0.445471598,0.695699627,0.724887545,0.409799195,0.45453319,0.68044008,0.430756536,0.444748284,0.633994707,0.412499917,0.557314115,0.485782658,0.645601067,0.37303029,0.561916077,0.671769822,0.816088255
当別町,0.494592829,0.701171818,0.700122234,0.367760162,0.526530365,0.66287807,0.355993325,0.53216557,0.712742591,0.348055521,0.560100086,0.48069778,0.656928578,0.467199713,0.589020837,0.677956893,0.572604461
新篠津村,0.388716234,0.705728679,0.821321526,0.556261283,0.238093062,0.652603745,0.388377926,0.499094429,0.711501161,0.411866417,0.551929025,0.431777214,0.654073223,0.491702266,0.362377171,0.74487288,0.421843633
松前町,0.398697188,0.734064852,0.659575547,0.499641174,0.746077952,0.687084395,0.395647704,0.455870452,0.600727109,0.348812924,0.556565115,0.445833251,0.649144222,0.450583063,0.44732837,0.699383122,0.572706217
福島町,0.485940601,0.758320269,0.684051721,0.547679582,0.624931457,0.711478952,0.4186655,0.444876487,0.599965387,0.431751871,0.554382627,0.440208513,0.643032624,0.466284317,0.443488885,0.716841342,0.573556212
知内町,0.486920892,0.689807435,0.686122113,0.534101121,0.52943181,0.666071657,0.437584677,0.536811237,0.70563944,0.347014656,0.552435981,0.554468502,0.658252487,0.45561589,0.547491846,0.651151014,0.880497979
木古内町,0.37413527,0.729718867,0.837095231,0.572343437,0.632755418,0.662667836,0.391644977,0.50025075,0.497235788,0.472351565,0.553341046,0.426662374,0.65046093,0.433806618,0.54229945,0.684988837,0.539713453
七飯町,0.456219432,0.719479751,0.75389733,0.516672486,0.540470662,0.669025097,0.440438075,0.457669642,0.579868614,0.391841791,0.556197365,0.438073937,0.654689071,0.470609398,0.498881488,0.67730462,0.977472881
鹿部町,0.328414471,0.69429754,0.760674765,0.576726851,0.62415026,0.653606774,0.367811004,0.414100692,0.591513293,0.429872796,0.559848886,0.462434725,0.670096077,0.522124927,0.805729889,0.640533043,0.884718163
森町,0.418988363,0.69034014,0.693094539,0.559189963,0.472871311,0.68555452,0.389059925,0.458429343,0.587071484,0.340226749,0.554927207,0.466839936,0.650887073,0.450758616,0.398025095,0.659452087,0.498673454
八雲町,0.510800167,0.635972801,0.680519929,0.547712012,0.360573254,0.796902754,0.4427175,0.581435773,0.621001573,0.297684648,0.554794354,0.461886916,0.654806074,0.462776518,0.482437917,0.664402823,0.607157167
長万部町,0.506287512,0.726340995,0.691099278,0.524170629,0.515821018,0.704874819,0.412694347,0.473800837,0.622339297,0.369827539,0.55380195,0.479101173,0.652966274,0.520213849,0.439402023,0.662591694,0.869252746
江差町,0.346384261,0.709913364,0.97473277,0.371982449,0.422443547,0.663645254,0.435800884,0.378176011,0.540950458,0.402966304,0.555484776,0.438593254,0.64193882,0.443830755,0.467428873,0.645575256,0.954675392
上ノ国町,0.340068205,0.706196415,0.689594688,0.575727118,0.658887554,0.680205923,0.395578496,0.430719127,0.485486059,0.426415549,0.55250541,0.430545304,0.657179006,0.46884173,0.661871814,0.68235676,0.459012299
厚沢部町,0.4260531,0.846647602,0.700680809,0.575515825,0.713606045,0.663917296,0.415239295,0.507678481,0.550993455,0.421921433,0.560121392,0.478555878,0.660948214,0.458636457,0.35156699,0.724894338,0.88152924
乙部町,0.422621274,0.710115211,0.704154443,0.573818396,0.621902352,0.700937218,0.376124497,0.52628532,0.676949873,0.40619249,0.555245245,0.485611122,0.65684101,0.521969537,0.597677517,0.763470598,0.547068656
奥尻町,0.489853974,0.813920101,0.636060405,0.543018548,0.698819249,0.80018124,0.398454403,0.567074296,0.499639658,0.470871089,0.568645476,0.467712406,0.655718157,0.530894148,0.449647255,0.778939289,0.573804768
今金町,0.404637295,0.778495785,0.7094036,0.525423499,0.666461925,0.709238093,0.413843446,0.477292538,0.676157648,0.447761516,0.553716134,0.432060625,0.655920603,0.456512951,0.533353695,0.700623317,0.498848635
せたな町,0.424668144,0.727405129,0.746812931,0.586876655,0.718498235,0.674484367,0.426257802,0.540248511,0.587693821,0.398645136,0.553706491,0.47891398,0.660436878,0.46631776,0.552947666,0.69078435,0.887165767
島牧村,0.45108226,0.709037776,0.812781649,0.574931309,0.290213468,0.666597006,0.454027333,0.493277471,0.591170597,0.42248657,0.551840502,0.510488082,0.656313416,0.451745846,0.461072454,0.712611344,0.904085946
寿都町,0.415452861,0.69158689,0.734019692,0.539014775,0.528817014,0.682903142,0.387731359,0.491056162,0.602433772,0.365298045,0.555894059,0.472337634,0.660903129,0.471141359,0.549593249,0.675411527,0.616199926
黒松内町,0.554131436,0.730851535,0.735128192,0.545881743,0.45135005,0.687503344,0.327870417,0.491777643,0.650667243,0.359996317,0.555466715,0.387441298,0.648164822,0.591653045,0.408542399,0.664121225,0.511911893
蘭越町,0.466240378,0.678788334,0.838483577,0.571110381,0.320657825,0.626948122,0.372583581,0.527965175,0.669660075,0.364756956,0.553402143,0.465820645,0.650343527,0.522494775,0.460836238,0.652843274,0.452069972
ニセコ町,0.381961964,0.672883367,0.680214477,0.534299519,0.56601671,0.656190397,0.386071642,0.532748903,0.541594807,0.487809776,0.556751943,0.477666038,0.644313164,0.451194453,0.768206934,0.625556377,0.578974594
真狩村,0.470198414,0.70033778,0.702722608,0.547914053,0.525010695,0.703373832,0.370842032,0.488131794,0.682187956,0.432749412,0.550650627,0.511737522,0.645723292,0.490014015,0.446217439,0.696656431,0.526968465
留寿都村,0.451975201,0.761610765,0.833108775,0.380324613,0.526535427,0.715479184,0.358160639,0.453281587,0.616370439,0.484546805,0.55498457,0.472077838,0.643761863,0.457295769,0.46206612,0.65757519,0.4871224
喜茂別町,0.407903304,0.626369477,0.667155794,0.576379873,0.29410807,0.692476827,0.376178381,0.582327041,0.589888267,0.400680948,0.551106058,0.468383627,0.640075799,0.532013748,0.45851407,0.723672147,0.540938041
京極町,0.500765542,0.683779478,0.640764813,0.546924631,0.398705151,0.676795314,0.455225279,0.523181614,0.669535202,0.40662313,0.564185715,0.477853108,0.63746227,0.45728088,0.605558725,0.65633369,0.502207023
倶知安町,0.457324775,0.666862998,0.769629672,0.515675341,0.435177034,0.686715843,0.442221888,0.487343458,0.569295134,0.388218538,0.553403444,0.41935331,0.662284765,0.52602379,0.72308732,0.677152096,0.87540162
共和町,0.439893843,0.708122026,0.627418236,0.55639104,0.592052057,0.678316316,0.39380005,0.534112128,0.734787824,0.41211034,0.5533093,0.517484707,0.652908737,0.456705474,0.620118095,0.71339442,0.619703555
岩内町,0.358848703,0.703242499,0.716449579,0.512473697,0.529788176,0.674292653,0.378510289,0.52709929,0.54087331,0.427311433,0.558502735,0.416682563,0.645600104,0.347674184,0.514036204,0.679429437,0.527817135
泊村,0.537016341,0.547018832,0.636412731,0.406483281,0.373826481,0.779258359,0.386917129,0.528734109,0.541560714,0.424357554,0.550666588,0.473792831,0.630148549,0.631541724,0.382700411,0.626176318,0.416432742
神恵内村,0.26154754,0.696962126,0.686958388,0.61424816,0.277986175,0.650467501,0.390463228,0.492055924,0.61767129,0.417936293,0.558121199,0.510771979,0.669163062,0.522670069,0.76117838,0.685846475,0.461270572
積丹町,0.494502347,0.66969209,0.718763167,0.578872547,0.331105729,0.683044645,0.396344023,0.580079798,0.645127616,0.35422696,0.553272775,0.509964707,0.646149025,0.531448842,0.48042686,0.748865551,0.92024695
古平町,0.356424597,0.686885263,0.625423453,0.618148163,0.290783618,0.679259763,0.427641743,0.437847561,0.539402582,0.473975137,0.555086536,0.431514074,0.664760304,0.449758422,0.716708421,0.721099451,0.608487015
仁木町,0.295356646,0.685631916,0.710167115,0.573973869,0.464444554,0.687654017,0.399031396,0.3817051,0.699121792,0.457034598,0.554078447,0.533969365,0.674849877,0.525693545,0.456066143,0.693756417,0.454852883
余市町,0.411127604,0.676023436,0.736958761,0.450441688,0.501885386,0.677041893,0.449722335,0.531150136,0.61792194,0.315836455,0.554844963,0.454568501,0.65152696,0.424895378,0.456177699,0.685260383,0.824805199
赤井川村,0.451167506,0.698536857,0.649080476,0.568782278,0.564604755,0.683076679,0.369517043,0.491563441,0.693965424,0.431903239,0.554527421,0.517969171,0.652730166,0.491897708,0.585769926,0.675594222,0.532847069
南幌町,0.501545709,0.649894004,0.716894359,0.541832341,0.632934187,0.762351108,0.4176973,0.533000186,0.736601427,0.472553219,0.553508533,0.484168187,0.656013966,0.518776871,0.380785977,0.72179497,0.527201031
奈井江町,0.511214939,0.645168741,0.863577592,0.572831605,0.470780472,0.704416393,0.387357053,0.515758643,0.547208225,0.435687246,0.547141387,0.499212623,0.653771408,0.44424887,0.349238007,0.670724884,0.498543605
上砂川町,0.31939289,0.679058869,0.650398794,0.377260841,0.480640955,0.684001082,0.368696198,0.488858225,0.480733588,0.474787089,0.556316282,0.455556951,0.653701333,0.54633912,0.763193857,0.698754513,0.574237249
由仁町,0.531264194,0.64846145,0.715995731,0.551237883,0.565283935,0.751829822,0.376275327,0.573186351,0.747176757,0.413666948,0.553625498,0.48313101,0.6522008,0.519224395,0.248723925,0.719678431,0.488284838
長沼町,0.532553471,0.653933849,0.720545031,0.57756126,0.566564628,0.791549793,0.380769515,0.458413293,0.689872985,0.429244433,0.552846583,0.468339305,0.658766152,0.462718673,0.207873935,0.715402513,0.493706434
栗山町,0.43386219,0.7522781,0.716681506,0.536893259,0.612809253,0.681090612,0.429271417,0.525154794,0.714685753,0.393989335,0.557434935,0.467954165,0.64808282,0.45452695,0.536147897,0.69690406,0.575112425
月形町,0.500012923,0.744063949,0.655374676,0.579423932,0.661830886,0.656662001,0.411572659,0.568677356,0.750752139,0.392728735,0.559490944,0.51011977,0.662131641,0.55873244,0.451743887,0.741067465,0.46276452
浦臼町,0.451894068,0.769347399,0.66789975,0.550395117,0.53221968,0.672293412,0.396936207,0.446094409,0.731499874,0.408776207,0.561087721,0.476867469,0.661466044,0.493203869,0.650710935,0.669232169,0.933944785
新十津川町,0.426686659,0.771269342,0.70363333,0.559265411,0.612038537,0.656369234,0.484739026,0.492037299,0.539838262,0.418213441,0.555870676,0.456954255,0.659054,0.467436171,0.689111065,0.72442221,0.894921855
妹背牛町,0.541983862,0.667320548,0.716463399,0.614286241,0.62271524,0.632957746,0.421516403,0.44565973,0.719688869,0.473673219,0.552579051,0.468290582,0.650586021,0.457533973,0.305539615,0.730635533,0.307781847
秩父別町,0.323447991,0.760072856,0.711713552,0.611084826,0.636984862,0.634132722,0.384389296,0.466445501,0.638744037,0.485708012,0.56363675,0.468349874,0.678426039,0.49066646,0.542761488,0.633803217,0.45812414
雨竜町,0.483571559,0.720738816,0.635017966,0.609183615,0.525413443,0.645449366,0.391509328,0.535499596,0.727693891,0.403024704,0.553387909,0.469758113,0.661101498,0.490357024,0.323462276,0.670772882,0.459571688
北竜町,0.492070102,0.690028851,0.712830912,0.60860168,0.639225006,0.640861424,0.387139517,0.451127468,0.583693231,0.422380309,0.554405216,0.425510318,0.670574667,0.490669959,0.394811966,0.661582179,0.431931736
沼田町,0.498639715,0.698937568,0.714351538,0.576390676,0.572409367,0.674753843,0.420140102,0.494579121,0.576340988,0.413357906,0.55801917,0.461161571,0.661404361,0.460728872,0.366394328,0.665486281,0.41159869
鷹栖町,0.457703612,0.715780644,0.734963472,0.572755048,0.583808173,0.674857986,0.366893029,0.497254869,0.750228618,0.407157556,0.551997258,0.476071838,0.657436522,0.454641698,0.451522111,0.697171122,0.163354915
東神楽町,0.455598395,0.726848817,0.752848357,0.626163478,0.584252402,0.698128766,0.39381066,0.42020624,0.624522845,0.351128527,0.553499979,0.470998142,0.648505333,0.465127663,0.452674471,0.669176532,0.532193512
当麻町,0.410267755,0.73008497,0.697415672,0.539529051,0.614272187,0.679547647,0.388982633,0.485090229,0.616562493,0.394713241,0.568396656,0.476742966,0.650270304,0.468646024,0.507939448,0.669211812,0.492671346
比布町,0.39952145,0.73280593,0.748833179,0.580772774,0.63593794,0.703770065,0.41054596,0.346221198,0.592208953,0.390999298,0.544392033,0.439584147,0.659468807,0.467615156,0.286950187,0.71372548,0.410190171
愛別町,0.544930358,0.759808221,0.704165977,0.570654501,0.726078786,0.700644373,0.38578264,0.531800022,0.717887193,0.472383209,0.556279288,0.431967505,0.654698716,0.490973851,0.447322069,0.72568732,0.528992058
上川町,0.225551687,0.710136427,0.740019929,0.560262078,0.291451928,0.70684453,0.433847458,0.570027248,0.666725558,0.472683164,0.553762143,0.5132254,0.654741402,0.473422183,0.568377354,0.744831962,0.6160183
東川町,0.397216478,0.739190767,0.676220826,0.580869449,0.567988961,0.659923595,0.379501248,0.498686988,0.794269929,0.349266741,0.567994617,0.520723042,0.654544305,0.469758465,0.592260605,0.63261736,0.427173345
美瑛町,0.412738379,0.808175676,0.91567442,0.521657968,0.498000116,0.709124694,0.420983514,0.495089034,0.582094361,0.412272469,0.5539146,0.476795003,0.648217844,0.458364723,0.44553917,0.712188107,0.462427232
上富良野町,0.467229058,0.729586598,0.779872203,0.457201327,0.462442809,0.701781599,0.351368912,0.455543005,0.884595374,0.536136855,0.551952674,0.430728309,0.64725547,0.46922431,0.405644623,0.687788265,0.534370447
中富良野町,0.465749821,0.658447599,0.717518719,0.537512143,0.664127897,0.688619585,0.407462401,0.490105848,0.588271856,0.405619715,0.552195014,0.474118084,0.657214575,0.470489379,0.37459542,0.697356852,0.460671439
南富良野町,0.25509942,0.690543779,0.6907982,0.540398668,0.207774027,0.71299464,0.430562489,0.499058434,0.591014652,0.527985713,0.556718387,0.522539994,0.663163954,0.557547936,0.512591505,0.747594706,0.575975906
占冠村,0.489795842,0.744782282,0.690514191,0.511660486,0.801464639,0.751979263,0.380025738,0.527432411,0.691148977,0.478650697,0.554602763,0.511386958,0.642272533,0.559621781,0.439553527,0.637556364,0.409865126
和寒町,0.475762377,0.597107463,0.713883407,0.57321398,0.684302206,0.764532554,0.396877769,0.499026588,0.669241248,0.456893152,0.553586614,0.436862639,0.659006995,0.556734742,0.325244975,0.717370829,0.378652519
剣淵町,0.362398772,0.689908406,0.775844584,0.541589375,0.689488257,0.680659009,0.421719583,0.539363332,0.638889673,0.36818106,0.553633023,0.462302504,0.661767685,0.454100292,0.456722372,0.741540993,0.456798528
下川町,0.427087382,0.736248635,0.681117361,0.567621351,0.673877527,0.685987553,0.372935028,0.444299437,0.602829667,0.455005009,0.55646459,0.460832632,0.653776822,0.520494301,0.395514872,0.705500303,0.439738617
美深町,0.421493526,0.6780845,0.711224421,0.527506924,0.295433552,0.69373439,0.425355954,0.484454641,0.644121244,0.519762407,0.558064685,0.466439892,0.655822607,0.518736743,0.601085862,0.782571133,0.498658027
音威子府村,0.304327633,0.608200851,0.692953949,0.508346734,0.102307451,0.635285505,0.368080921,0.564675137,0.493304204,0.578587367,0.555877373,0.430178306,0.657284394,0.523200092,0.453477029,0.799216292,0.498639575
中川町,0.468343888,0.641774102,0.713623007,0.610599518,0.574685514,0.727335964,0.41103281,0.579176325,0.66964969,0.361965755,0.556446012,0.513154062,0.663454156,0.456839094,0.459760427,0.62504157,0.439275032
幌加内町,0.49368447,0.518573813,0.742231392,0.534598786,0.279799465,0.741268072,0.416571499,0.534143796,0.497570122,0.573389549,0.55229041,0.43507072,0.66413049,0.491670384,0.405232185,0.786131735,0.421311886
増毛町,0.445960313,0.649306015,0.634449545,0.579564734,0.612292928,0.715703027,0.39154335,0.497801863,0.686832851,0.384409964,0.567915682,0.521061148,0.656369213,0.452569685,0.570649113,0.670565869,0.526390658
小平町,0.462620402,0.581947089,0.657796656,0.560467902,0.712750066,0.770395688,0.388810262,0.527652215,0.553145658,0.459188474,0.567437243,0.431183804,0.660997899,0.47095677,0.500038905,0.795722805,0.411296613
苫前町,0.464522831,0.701687335,0.709600947,0.580045313,0.234639643,0.668827413,0.418169268,0.496821155,0.771954157,0.50498706,0.557883629,0.419057549,0.656302551,0.470837198,0.645004771,0.795192673,0.353959056
羽幌町,0.424050111,0.667167306,0.665881361,0.52742167,0.740078227,0.700092976,0.417593264,0.525356081,0.623005717,0.356757922,0.557883391,0.480061149,0.649639636,0.522748273,0.515636755,0.717644731,0.920568257
初山別村,0.134104138,0.613070954,0.668252802,0.519265899,0.125554862,0.65168384,0.420408022,0.626354766,0.744566115,0.51191879,0.555402127,0.454732568,0.652114916,0.523041233,0.515013397,0.834851422,0.415287231
遠別町,0.460924412,0.66763926,0.708749492,0.572813351,0.629311122,0.74698483,0.38497767,0.544551707,0.767716548,0.484708685,0.55455633,0.427157927,0.657693455,0.555490944,0.436468237,0.749404917,0.546374327
天塩町,0.464466551,0.651782843,0.698562017,0.57613879,0.572227853,0.73761496,0.398198435,0.456029347,0.595730357,0.532574134,0.554708124,0.430345583,0.653312519,0.458299297,0.334488667,0.730808366,0.491954053
猿払村,0.488766041,0.721328915,0.645589417,0.568437607,0.433082851,0.630509866,0.386080903,0.412324346,0.824699932,0.45921028,0.554270131,0.504444888,0.654386559,0.492274626,0.390311513,0.662742801,0.43907596
浜頓別町,0.423642196,0.693874368,0.692612982,0.546334612,0.662282379,0.779080624,0.432362035,0.535025526,0.547868787,0.450300471,0.57023719,0.524215827,0.656124763,0.459857241,0.496415813,0.747148048,0.425944397
中頓別町,0.457988538,0.645696062,0.743157466,0.578390815,0.413262108,0.739192875,0.472100313,0.482709276,0.614192276,0.453978742,0.564939834,0.512873436,0.663892558,0.452543087,0.435441668,0.720877409,0.567965562
枝幸町,0.465601792,0.682115475,0.66863142,0.573818053,0.329203872,0.812139806,0.441804998,0.487437829,0.612831956,0.430739586,0.552363284,0.507940814,0.654014237,0.467403714,0.408926981,0.629143202,0.464688541
豊富町,0.552562713,0.661957541,0.679671028,0.612461906,0.50216605,0.782251042,0.419664704,0.542872279,0.647294269,0.395028989,0.559464026,0.529027469,0.65357275,0.455807164,0.247152357,0.661767781,0.427346742
礼文町,0.389759558,0.699260098,0.678677647,0.497914753,0.248049223,0.663848959,0.375754208,0.535049846,0.491861629,0.42090103,0.555641568,0.485189482,0.658155218,0.524451142,0.633065024,0.739417468,0.529424022
利尻町,0.397037308,0.92553137,0.705958959,0.544005695,0.275305793,0.757155498,0.378823337,0.618631343,0.495164565,0.476926489,0.557146879,0.464491332,0.6460443,0.52609852,0.40282905,0.747089917,0.455206089
利尻富士町,0.426355844,0.711500318,0.719141341,0.581154827,0.330713505,0.707128868,0.412769212,0.628332737,0.434466595,0.371653742,0.551288318,0.435230555,0.661210992,0.523453375,0.456575411,0.648843301,0.459738044
幌延町,0.508669702,0.677463778,0.69375352,0.567768799,0.294468502,0.677650071,0.440518107,0.486304256,0.585448637,0.409369037,0.551922722,0.590089828,0.658588296,0.45116739,0.546793358,0.725997662,0.304336474
美幌町,0.356517355,0.750385686,0.742553159,0.42082776,0.46861435,0.694718938,0.45659526,0.505727494,0.631838134,0.408620412,0.555834825,0.455129299,0.648629246,0.467144886,0.6747383,0.670815232,0.53534237
津別町,0.537948957,0.58909396,0.68284993,0.58489748,0.665404157,0.910292022,0.38432885,0.366433158,0.765612843,0.403217794,0.573585116,0.506690195,0.660166466,0.460571194,0.507480444,0.747236874,0.370363574
斜里町,0.4200845,0.676237591,0.646021905,0.536673208,0.370805322,0.748147402,0.41074747,0.508045332,0.653997522,0.463395939,0.550810714,0.456035843,0.647126701,0.463227068,0.463848577,0.660364428,0.495810746
清里町,0.480523985,0.694883369,0.709347457,0.512589777,0.583896812,0.65158084,0.417996004,0.414103316,0.65228937,0.408714676,0.553110875,0.472646061,0.658158165,0.460357158,0.379172515,0.656522622,0.916631872
小清水町,0.515903179,0.693919808,0.723361842,0.523442826,0.611568177,0.701763319,0.390111879,0.454529623,0.699200757,0.41654474,0.554629229,0.516828291,0.655738233,0.49012489,0.380190474,0.702868683,0.407880154
訓子府町,0.515515953,0.690673046,0.72244757,0.557116025,0.572269174,0.645515105,0.457051727,0.436320862,0.710580807,0.484252612,0.552690964,0.481418487,0.65639715,0.457611543,0.364504469,0.695086268,0.275406215
置戸町,0.390635229,0.664211371,0.714400142,0.576693313,0.695850912,0.682929008,0.378613763,0.48075474,0.761830278,0.418541072,0.565472181,0.474096029,0.65666373,0.519414396,0.516905653,0.671233329,0.530386912
佐呂間町,0.447448216,0.787161859,0.706814974,0.569892473,0.627050839,0.697521834,0.360893024,0.454665971,0.673659864,0.360664174,0.559665597,0.46975389,0.652442395,0.465967092,0.461262587,0.683576561,0.456250837
